x_index,y_index,x_min_m,x_max_m,x_center_m,y_min_m,y_max_m,y_center_m,assert_count,yield_count,total_count,p_assert,masked
28,26,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
29,26,-1.0999999999999996,-1.0,-1.0499999999999998,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
30,26,-1.0,-0.8999999999999999,-0.95,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
31,26,-0.8999999999999999,-0.7999999999999998,-0.8499999999999999,-1.4,-1.2999999999999998,-1.3499999999999999,2,2,4,0.5,1
32,26,-0.7999999999999998,-0.6999999999999997,-0.7499999999999998,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
33,26,-0.6999999999999997,-0.5999999999999996,-0.6499999999999997,-1.4,-1.2999999999999998,-1.3499999999999999,1,1,2,0.5,1
34,26,-0.5999999999999996,-0.5,-0.5499999999999998,-1.4,-1.2999999999999998,-1.3499999999999999,1,2,3,0.3333333333333333,1
35,26,-0.5,-0.3999999999999999,-0.44999999999999996,-1.4,-1.2999999999999998,-1.3499999999999999,0,3,3,0.0,1
36,26,-0.3999999999999999,-0.2999999999999998,-0.34999999999999987,-1.4,-1.2999999999999998,-1.3499999999999999,4,0,4,1.0,1
37,26,-0.2999999999999998,-0.19999999999999973,-0.24999999999999978,-1.4,-1.2999999999999998,-1.3499999999999999,3,0,3,1.0,1
38,26,-0.19999999999999973,-0.09999999999999964,-0.1499999999999997,-1.4,-1.2999999999999998,-1.3499999999999999,1,0,1,1.0,1
39,26,-0.09999999999999964,0.0,-0.04999999999999982,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
40,26,0.0,0.10000000000000053,0.050000000000000266,-1.4,-1.2999999999999998,-1.3499999999999999,3,0,3,1.0,1
41,26,0.10000000000000053,0.20000000000000018,0.15000000000000036,-1.4,-1.2999999999999998,-1.3499999999999999,1,0,1,1.0,1
42,26,0.20000000000000018,0.2999999999999998,0.25,-1.4,-1.2999999999999998,-1.3499999999999999,2,1,3,0.6666666666666666,1
43,26,0.2999999999999998,0.40000000000000036,0.3500000000000001,-1.4,-1.2999999999999998,-1.3499999999999999,4,2,6,0.6666666666666666,0
44,26,0.40000000000000036,0.5,0.4500000000000002,-1.4,-1.2999999999999998,-1.3499999999999999,3,1,4,0.75,1
45,26,0.5,0.6000000000000005,0.5500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,2,2,4,0.5,1
46,26,0.6000000000000005,0.7000000000000002,0.6500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,2,2,4,0.5,1
47,26,0.7000000000000002,0.8000000000000007,0.7500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,3,1,4,0.75,1
48,26,0.8000000000000007,0.9000000000000004,0.8500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,2,1,3,0.6666666666666666,1
49,26,0.9000000000000004,1.0,0.9500000000000002,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
50,26,1.0,1.1000000000000005,1.0500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
51,26,1.1000000000000005,1.2000000000000002,1.1500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
52,26,1.2000000000000002,1.3000000000000007,1.2500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
53,26,1.3000000000000007,1.4000000000000004,1.3500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
54,26,1.4000000000000004,1.5,1.4500000000000002,-1.4,-1.2999999999999998,-1.3499999999999999,2,0,2,1.0,1
55,26,1.5,1.6000000000000005,1.5500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
56,26,1.6000000000000005,1.7000000000000002,1.6500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,3,2,5,0.6,0
57,26,1.7000000000000002,1.8000000000000007,1.7500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,1,1,2,0.5,1
58,26,1.8000000000000007,1.9000000000000004,1.8500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
59,26,1.9000000000000004,2.0,1.9500000000000002,-1.4,-1.2999999999999998,-1.3499999999999999,3,0,3,1.0,1
60,26,2.0,2.1000000000000005,2.0500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,2,1,3,0.6666666666666666,1
61,26,2.1000000000000005,2.2,2.1500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
62,26,2.2,2.3000000000000007,2.2500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,1,1,0.0,1
63,26,2.3000000000000007,2.4000000000000004,2.3500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
64,26,2.4000000000000004,2.5,2.45,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
65,26,2.5,2.6000000000000005,2.5500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
66,26,2.6000000000000005,2.7,2.6500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
67,26,2.7,2.8000000000000007,2.7500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
68,26,2.8000000000000007,2.9000000000000004,2.8500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
69,26,2.9000000000000004,3.0,2.95,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
70,26,3.0,3.1000000000000005,3.0500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
71,26,3.1000000000000005,3.2,3.1500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
72,26,3.2,3.3000000000000007,3.2500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
73,26,3.3000000000000007,3.4000000000000004,3.3500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
74,26,3.4000000000000004,3.5,3.45,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
75,26,3.5,3.6000000000000005,3.5500000000000003,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
76,26,3.6000000000000005,3.7,3.6500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
77,26,3.7,3.8000000000000007,3.7500000000000004,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
78,26,3.8000000000000007,3.9000000000000004,3.8500000000000005,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
79,26,3.9000000000000004,4.0,3.95,-1.4,-1.2999999999999998,-1.3499999999999999,0,0,0,,1
0,27,-4.0,-3.9,-3.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
1,27,-3.9,-3.8,-3.8499999999999996,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
2,27,-3.8,-3.7,-3.75,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
3,27,-3.7,-3.6,-3.6500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
4,27,-3.6,-3.5,-3.55,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
5,27,-3.5,-3.4,-3.45,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
6,27,-3.4,-3.3,-3.3499999999999996,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
7,27,-3.3,-3.2,-3.25,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
8,27,-3.2,-3.1,-3.1500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
9,27,-3.1,-3.0,-3.05,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
10,27,-3.0,-2.9,-2.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
11,27,-2.9,-2.8,-2.8499999999999996,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
12,27,-2.8,-2.7,-2.75,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
13,27,-2.7,-2.5999999999999996,-2.65,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
14,27,-2.5999999999999996,-2.5,-2.55,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
15,27,-2.5,-2.4,-2.45,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
16,27,-2.4,-2.3,-2.3499999999999996,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
17,27,-2.3,-2.2,-2.25,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
18,27,-2.2,-2.0999999999999996,-2.15,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
19,27,-2.0999999999999996,-2.0,-2.05,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
20,27,-2.0,-1.9,-1.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
21,27,-1.9,-1.7999999999999998,-1.8499999999999999,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,2,2,0.0,1
22,27,-1.7999999999999998,-1.6999999999999997,-1.7499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
23,27,-1.6999999999999997,-1.5999999999999996,-1.6499999999999997,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
24,27,-1.5999999999999996,-1.5,-1.5499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
25,27,-1.5,-1.4,-1.45,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,2,2,0.0,1
26,27,-1.4,-1.2999999999999998,-1.3499999999999999,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
27,27,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,2,2,0.0,1
28,27,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,1,2,0.5,1
29,27,-1.0999999999999996,-1.0,-1.0499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
30,27,-1.0,-0.8999999999999999,-0.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
31,27,-0.8999999999999999,-0.7999999999999998,-0.8499999999999999,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,1,2,0.5,1
32,27,-0.7999999999999998,-0.6999999999999997,-0.7499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
33,27,-0.6999999999999997,-0.5999999999999996,-0.6499999999999997,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
34,27,-0.5999999999999996,-0.5,-0.5499999999999998,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,1,2,0.5,1
35,27,-0.5,-0.3999999999999999,-0.44999999999999996,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,5,0,5,1.0,0
36,27,-0.3999999999999999,-0.2999999999999998,-0.34999999999999987,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
37,27,-0.2999999999999998,-0.19999999999999973,-0.24999999999999978,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
38,27,-0.19999999999999973,-0.09999999999999964,-0.1499999999999997,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,2,0,2,1.0,1
39,27,-0.09999999999999964,0.0,-0.04999999999999982,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,3,0,3,1.0,1
40,27,0.0,0.10000000000000053,0.050000000000000266,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,5,0,5,1.0,0
41,27,0.10000000000000053,0.20000000000000018,0.15000000000000036,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,2,1,3,0.6666666666666666,1
42,27,0.20000000000000018,0.2999999999999998,0.25,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,3,0,3,1.0,1
43,27,0.2999999999999998,0.40000000000000036,0.3500000000000001,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
44,27,0.40000000000000036,0.5,0.4500000000000002,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,4,3,7,0.5714285714285714,0
45,27,0.5,0.6000000000000005,0.5500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
46,27,0.6000000000000005,0.7000000000000002,0.6500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
47,27,0.7000000000000002,0.8000000000000007,0.7500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
48,27,0.8000000000000007,0.9000000000000004,0.8500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
49,27,0.9000000000000004,1.0,0.9500000000000002,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
50,27,1.0,1.1000000000000005,1.0500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
51,27,1.1000000000000005,1.2000000000000002,1.1500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
52,27,1.2000000000000002,1.3000000000000007,1.2500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,0,1,1.0,1
53,27,1.3000000000000007,1.4000000000000004,1.3500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
54,27,1.4000000000000004,1.5,1.4500000000000002,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
55,27,1.5,1.6000000000000005,1.5500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
56,27,1.6000000000000005,1.7000000000000002,1.6500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
57,27,1.7000000000000002,1.8000000000000007,1.7500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,1,2,0.5,1
58,27,1.8000000000000007,1.9000000000000004,1.8500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,2,1,3,0.6666666666666666,1
59,27,1.9000000000000004,2.0,1.9500000000000002,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,2,0,2,1.0,1
60,27,2.0,2.1000000000000005,2.0500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,1,1,0.0,1
61,27,2.1000000000000005,2.2,2.1500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,1,1,2,0.5,1
62,27,2.2,2.3000000000000007,2.2500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
63,27,2.3000000000000007,2.4000000000000004,2.3500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
64,27,2.4000000000000004,2.5,2.45,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
65,27,2.5,2.6000000000000005,2.5500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
66,27,2.6000000000000005,2.7,2.6500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
67,27,2.7,2.8000000000000007,2.7500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
68,27,2.8000000000000007,2.9000000000000004,2.8500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
69,27,2.9000000000000004,3.0,2.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
70,27,3.0,3.1000000000000005,3.0500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
71,27,3.1000000000000005,3.2,3.1500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
72,27,3.2,3.3000000000000007,3.2500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
73,27,3.3000000000000007,3.4000000000000004,3.3500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
74,27,3.4000000000000004,3.5,3.45,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
75,27,3.5,3.6000000000000005,3.5500000000000003,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
76,27,3.6000000000000005,3.7,3.6500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
77,27,3.7,3.8000000000000007,3.7500000000000004,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
78,27,3.8000000000000007,3.9000000000000004,3.8500000000000005,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
79,27,3.9000000000000004,4.0,3.95,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,0,0,0,,1
0,28,-4.0,-3.9,-3.95,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
1,28,-3.9,-3.8,-3.8499999999999996,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
2,28,-3.8,-3.7,-3.75,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
3,28,-3.7,-3.6,-3.6500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
4,28,-3.6,-3.5,-3.55,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
5,28,-3.5,-3.4,-3.45,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
6,28,-3.4,-3.3,-3.3499999999999996,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
7,28,-3.3,-3.2,-3.25,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
8,28,-3.2,-3.1,-3.1500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
9,28,-3.1,-3.0,-3.05,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
10,28,-3.0,-2.9,-2.95,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
11,28,-2.9,-2.8,-2.8499999999999996,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
12,28,-2.8,-2.7,-2.75,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
13,28,-2.7,-2.5999999999999996,-2.65,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
14,28,-2.5999999999999996,-2.5,-2.55,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
15,28,-2.5,-2.4,-2.45,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
16,28,-2.4,-2.3,-2.3499999999999996,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
17,28,-2.3,-2.2,-2.25,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
18,28,-2.2,-2.0999999999999996,-2.15,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
19,28,-2.0999999999999996,-2.0,-2.05,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
20,28,-2.0,-1.9,-1.95,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
21,28,-1.9,-1.7999999999999998,-1.8499999999999999,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
22,28,-1.7999999999999998,-1.6999999999999997,-1.7499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,1,1,0.0,1
23,28,-1.6999999999999997,-1.5999999999999996,-1.6499999999999997,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
24,28,-1.5999999999999996,-1.5,-1.5499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
25,28,-1.5,-1.4,-1.45,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,2,2,0.0,1
26,28,-1.4,-1.2999999999999998,-1.3499999999999999,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,2,2,0.0,1
27,28,-1.2999999999999998,-1.1999999999999997,-1.2499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,1,1,0.0,1
28,28,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,1,1,0.0,1
29,28,-1.0999999999999996,-1.0,-1.0499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
30,28,-1.0,-0.8999999999999999,-0.95,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,2,2,4,0.5,1
31,28,-0.8999999999999999,-0.7999999999999998,-0.8499999999999999,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
32,28,-0.7999999999999998,-0.6999999999999997,-0.7499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
33,28,-0.6999999999999997,-0.5999999999999996,-0.6499999999999997,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,2,3,0.3333333333333333,1
34,28,-0.5999999999999996,-0.5,-0.5499999999999998,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,3,2,5,0.6,0
35,28,-0.5,-0.3999999999999999,-0.44999999999999996,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,1,2,0.5,1
36,28,-0.3999999999999999,-0.2999999999999998,-0.34999999999999987,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,0,1,1.0,1
37,28,-0.2999999999999998,-0.19999999999999973,-0.24999999999999978,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,6,0,6,1.0,0
38,28,-0.19999999999999973,-0.09999999999999964,-0.1499999999999997,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,2,0,2,1.0,1
39,28,-0.09999999999999964,0.0,-0.04999999999999982,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,2,0,2,1.0,1
40,28,0.0,0.10000000000000053,0.050000000000000266,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,3,2,5,0.6,0
41,28,0.10000000000000053,0.20000000000000018,0.15000000000000036,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
42,28,0.20000000000000018,0.2999999999999998,0.25,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,4,1,5,0.8,0
43,28,0.2999999999999998,0.40000000000000036,0.3500000000000001,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,3,3,6,0.5,0
44,28,0.40000000000000036,0.5,0.4500000000000002,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,0,1,1.0,1
45,28,0.5,0.6000000000000005,0.5500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,1,1,0.0,1
46,28,0.6000000000000005,0.7000000000000002,0.6500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
47,28,0.7000000000000002,0.8000000000000007,0.7500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
48,28,0.8000000000000007,0.9000000000000004,0.8500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
49,28,0.9000000000000004,1.0,0.9500000000000002,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
50,28,1.0,1.1000000000000005,1.0500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
51,28,1.1000000000000005,1.2000000000000002,1.1500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
52,28,1.2000000000000002,1.3000000000000007,1.2500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,1,1,0.0,1
53,28,1.3000000000000007,1.4000000000000004,1.3500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
54,28,1.4000000000000004,1.5,1.4500000000000002,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,1,2,0.5,1
55,28,1.5,1.6000000000000005,1.5500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,2,0,2,1.0,1
56,28,1.6000000000000005,1.7000000000000002,1.6500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,2,3,0.3333333333333333,1
57,28,1.7000000000000002,1.8000000000000007,1.7500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,3,0,3,1.0,1
58,28,1.8000000000000007,1.9000000000000004,1.8500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,3,1,4,0.75,1
59,28,1.9000000000000004,2.0,1.9500000000000002,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,0,1,1.0,1
60,28,2.0,2.1000000000000005,2.0500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,1,0,1,1.0,1
61,28,2.1000000000000005,2.2,2.1500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
62,28,2.2,2.3000000000000007,2.2500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
63,28,2.3000000000000007,2.4000000000000004,2.3500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
64,28,2.4000000000000004,2.5,2.45,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
65,28,2.5,2.6000000000000005,2.5500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
66,28,2.6000000000000005,2.7,2.6500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
67,28,2.7,2.8000000000000007,2.7500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
68,28,2.8000000000000007,2.9000000000000004,2.8500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
69,28,2.9000000000000004,3.0,2.95,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
70,28,3.0,3.1000000000000005,3.0500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
71,28,3.1000000000000005,3.2,3.1500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
72,28,3.2,3.3000000000000007,3.2500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
73,28,3.3000000000000007,3.4000000000000004,3.3500000000000005,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
74,28,3.4000000000000004,3.5,3.45,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
75,28,3.5,3.6000000000000005,3.5500000000000003,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
76,28,3.6000000000000005,3.7,3.6500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
77,28,3.7,3.8000000000000007,3.7500000000000004,-1.1999999999999997,-1.0999999999999996,-1.1499999999999997,0,0,0,,1
